vOTU	VC	 prediction_PhaGCN	Host_Genus	lifeway	checkv_quality	miuvig_quality	completeness	vs_max_score	vs_max_score_group	hallmark	dvf_score	dvf_pvalue	Length	sample	project	country
vOTU2764	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.753	dsDNAphage	0	0.999973476	0.000887529	11075	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2765	VC_827_0	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	31.1	0.907	dsDNAphage	0	NA	NA	11070	SRR6079912	PRJNA392834	China
vOTU2766	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	7.85	0.987	dsDNAphage	1	0.992979646	0.006741446	11069	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2767	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6	0.887	dsDNAphage	0	NA	NA	11062	SRR10346359	PRJNA579552	China
vOTU2768	VC_888_0	Hendrixvirinae	Unclassified	virulent	Low-quality	Genome-fragment	22.63	1	dsDNAphage	7	NA	NA	11061	DRR012575	PRJNA202273	Japan
vOTU2769	Unclassified	Gracegardnervirinae	Unclassified	temperate	Low-quality	Genome-fragment	7.92	0.933	dsDNAphage	1	0.988997221	0.007610091	11057	SRR10346360	PRJNA579552	China
vOTU2770	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.41	0.813	dsDNAphage	2	NA	NA	11052	SRR5823596	PRJNA393632	Germany
vOTU2771	Unclassified	unknown	Unclassified	virulent	High-quality	High-quality	100	1	RNA	1	NA	NA	11051	SRR11450585	PRJNA616041	American
vOTU2772	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	17.33	0.993	dsDNAphage	3	NA	NA	11041	"SRR10159356,SRR10159352"	PRJNA562057	China
vOTU2773	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.987101912	0.008006647	11040	"SRR5823598,SRR5823603"	PRJNA393632	Germany
vOTU2774	VC_1754_0	Bronfenbrennervirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	18.75	0.853	dsDNAphage	0	NA	NA	11040	"SRR17754576,SRR17754575"	PRJNA799794	China
vOTU2775	VC_1076_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	22.02	0.88	dsDNAphage	6	NA	NA	11033	SRR5823603	PRJNA393632	Germany
vOTU2776	VC_177_0	Adenoviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	29.73	0.993	dsDNAphage	2	NA	NA	11033	"SRR14026597,SRR14026608,SRR14026609,SRR14026606,SRR14026586,SRR14026577,SRR14026578,SRR14026579"	PRJNA714492	Switzerland
vOTU2777	VC_400_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.61	0.993	dsDNAphage	2	NA	NA	11031	"SRR10159349,SRR10159347,SRR10159348,SRR10159354,SRR10159355,SRR10159353,SRR10159350,SRR10159352,SRR10159351"	PRJNA562057	China
vOTU2778	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.36	0.807	dsDNAphage	2	NA	NA	11028	DRR012576	PRJNA202273	Japan
vOTU2779	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	11.76	0.993	dsDNAphage	1	0.998719215	0.004003324	11027	"SRR10159352,SRR10159350"	PRJNA562057	China
vOTU2780	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.52	0.987	dsDNAphage	2	NA	NA	11025	"SRR5823603,SRR5823597"	PRJNA393632	Germany
vOTU2781	VC_1896_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.73	0.873	dsDNAphage	3	NA	NA	11015	SRR5512134	PRJNA385547	China
vOTU2782	VC_1916_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.07	0.94	dsDNAphage	1	NA	NA	11015	"SRR14026578,SRR14026608,SRR14026597,SRR14026586,SRR14026609,SRR14026579"	PRJNA714492	Switzerland
vOTU2783	VC_1374_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.98	0.953	dsDNAphage	0	0.995039225	0.006042752	11014	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2784	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.922415257	0.016107712	11010	SRR17754576	PRJNA799794	China
vOTU2785	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.976171136	0.009762822	10996	SRR17754575	PRJNA799794	China
vOTU2786	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.976171136	0.009762822	10996	SRR17754576	PRJNA799794	China
vOTU2787	VC_854_0	Autographiviridae_like	Clostridium	virulent	Low-quality	Genome-fragment	23.99	0.987	dsDNAphage	2	0.998742044	0.003946673	10996	SRR17754576	PRJNA799794	China
vOTU2788	VC_2263_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	2.85	0.687	dsDNAphage	0	NA	NA	10992	SRR5823604	PRJNA393632	Germany
vOTU2789	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.983517408	0.008761991	10992	SRR10159347	PRJNA562057	China
vOTU2790	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	21.97	1	dsDNAphage	4	NA	NA	10991	SRR1745835	PRJNA271842	India
vOTU2791	Unclassified	Skunavirus	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.96942389	0.010971372	10989	SRR9313735	PRJNA531524	China
vOTU2792	VC_2154_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.950233221	0.013577309	10981	SRR10159353	PRJNA562057	China
vOTU2793	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9	0.887	dsDNAphage	0	0.998436451	0.004267694	10980	"SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU2794	VC_2265_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.973	dsDNAphage	3	NA	NA	10971	"SRR5823599,SRR5823613,SRR5823608,SRR5823597,SRR5823606,SRR5823610,SRR5823598,SRR5823596,SRR5823609,SRR5823602,SRR5823601"	PRJNA393632	Germany
vOTU2795	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.633	dsDNAphage	0	NA	NA	10970	"SRR10159352,SRR10159353,SRR10159354,SRR10159348,SRR10159355,SRR10159351,SRR10159347,SRR10159350"	PRJNA562057	China
vOTU2796	VC_2141_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	28.46	0.967	dsDNAphage	2	NA	NA	10968	SRR17754575	PRJNA799794	China
vOTU2797	Unclassified	unknown	Bacillus	virulent	Low-quality	Genome-fragment	21.08	0.913	dsDNAphage	1	NA	NA	10968	SRR17754576	PRJNA799794	China
vOTU2798	VC_1449_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	25.11	1	dsDNAphage	4	NA	NA	10964	SRR6049603	PRJNA392834	China
vOTU2799	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.981777012	0.009026362	10962	SRR11450580	PRJNA616041	American
vOTU2800	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.79	0.993	dsDNAphage	1	0.995962381	0.005816149	10956	"SRR10159350,SRR10159352,SRR10159353"	PRJNA562057	China
vOTU2801	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.98	dsDNAphage	0	0.999927819	0.001435154	10954	"SRR5823602,SRR5823601,SRR5823600"	PRJNA393632	Germany
vOTU2802	VC_2232_0	Pbunavirus_like	Unclassified	virulent	Low-quality	Genome-fragment	19.44	0.993	dsDNAphage	0	NA	NA	10953	"SRR10159350,SRR10159353,SRR10159348,SRR10159355,SRR10159351,SRR10159352,SRR10159354"	PRJNA562057	China
vOTU2803	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	5.88	NA	NA	NA	0.983203411	0.008837525	10950	"SRR10159347,SRR10159353"	PRJNA562057	China
vOTU2804	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	13.98	0.853	dsDNAphage	1	0.999892056	0.001718408	10941	"SRR17754575,SRR17754576"	PRJNA799794	China
vOTU2805	VC_1422_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	16.96	0.993	dsDNAphage	5	NA	NA	10939	"SRR5823612,SRR5823613,SRR5823606"	PRJNA393632	Germany
vOTU2806	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	12	0.847	dsDNAphage	1	0.994119287	0.006382657	10938	SRR7012218	PRJNA450451	China
vOTU2807	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	10.82	0.993	dsDNAphage	1	0.9999789	0.000849762	10937	"SRR12550822,SRR12550821,SRR12550823"	PRJNA632564	China
vOTU2808	VC_1827_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	8.74	0.847	dsDNAphage	1	NA	NA	10927	"SRR10159354,SRR10159352,SRR10159350,SRR10159351,SRR10159347,SRR10159349"	PRJNA562057	China
vOTU2809	VC_2002_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	3.94	NA	NA	NA	0.980953217	0.00917743	10925	SRR6079912	PRJNA392834	China
vOTU2810	Unclassified	Mesyanzhinovviridae	Unclassified	virulent	Low-quality	Genome-fragment	22.52	0.96	dsDNAphage	0	NA	NA	10922	"SRR5823598,SRR5823603"	PRJNA393632	Germany
vOTU2811	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.956828177	0.012784198	10919	"SRR10159355,SRR10159350"	PRJNA562057	China
vOTU2812	Unclassified	Stephanstirmvirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	16.29	1	dsDNAphage	2	0.996747971	0.005419594	10916	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2813	Unclassified	Hendrixvirinae	Unclassified	virulent	Low-quality	Genome-fragment	17.19	0.967	dsDNAphage	8	0.999998331	0.000434323	10916	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2814	VC_1421_0	Skunavirus	Unclassified	temperate	Low-quality	Genome-fragment	17.18	0.993	dsDNAphage	4	0.983912289	0.008724224	10916	"SRR5823605,SRR5823607,SRR5823604"	PRJNA393632	Germany
vOTU2815	VC_2268_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	23.82	0.873	dsDNAphage	0	NA	NA	10907	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU2816	VC_723_0	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	25.65	0.967	dsDNAphage	0	NA	NA	10906	SRR17754576	PRJNA799794	China
vOTU2817	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.957792878	0.012670897	10902	"SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU2818	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999767125	0.002114963	10895	SRR17754576	PRJNA799794	China
vOTU2819	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.01	0.993	dsDNAphage	1	NA	NA	10894	SRR1190334	PRJNA240951	China
vOTU2820	VC_2269_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.81	0.987	dsDNAphage	3	NA	NA	10883	SRR5512138	PRJNA385547	China
vOTU2821	Unclassified	Tectiviridae	Unclassified	virulent	Low-quality	Genome-fragment	25.88	0.72	dsDNAphage	0	NA	NA	10878	SRR5823607	PRJNA393632	Germany
vOTU2822	VC_2256_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.986961007	0.008082181	10874	"SRR14026607,SRR14026609,SRR14026601"	PRJNA714492	Switzerland
vOTU2823	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.59	0.747	dsDNAphage	0	0.994236231	0.00634489	10869	SRR17754576	PRJNA799794	China
vOTU2824	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	7.38	0.947	dsDNAphage	1	0.999958932	0.001076365	10868	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU2825	Unclassified	Herelleviridae	Unclassified	temperate	Low-quality	Genome-fragment	7.08	0.887	dsDNAphage	0	0.999963164	0.001057482	10867	"SRR5823607,SRR5823604,SRR5823605"	PRJNA393632	Germany
vOTU2826	VC_1991_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	27.79	0.993	dsDNAphage	1	0.953014255	0.013294055	10866	SRR9313735	PRJNA531524	China
vOTU2827	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.74	0.88	dsDNAphage	0	0.979677081	0.009328499	10856	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2828	Unclassified	Peduoviridae	Unclassified	virulent	Low-quality	Genome-fragment	27.61	0.987	dsDNAphage	7	NA	NA	10855	"SRR17754576,SRR17754575"	PRJNA799794	China
vOTU2829	VC_2087_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.96	0.987	dsDNAphage	4	NA	NA	10850	SRR11450583	PRJNA616041	American
vOTU2830	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.88	0.727	dsDNAphage	0	NA	NA	10847	"SRR5823602,SRR5823595,SRR5823603"	PRJNA393632	Germany
vOTU2831	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	21.89	0.993	dsDNAphage	6	0.994077623	0.006420425	10843	"SRR1190306,SRR1190308"	PRJNA240951	China
vOTU2832	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.613	dsDNAphage	0	NA	NA	10829	SRR17754575	PRJNA799794	China
vOTU2833	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.867	dsDNAphage	0	0.982444108	0.008950827	10828	"SRR10346359,SRR10346360,SRR10346361,SRR10346364"	PRJNA579552	China
vOTU2834	Unclassified	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.56	dsDNAphage	0	NA	NA	10827	"SRR5823595,SRR5823602,SRR5823601"	PRJNA393632	Germany
vOTU2835	VC_2219_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.999940872	0.001246318	10826	SRR5823607	PRJNA393632	Germany
vOTU2836	VC_967_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	16.59	1	dsDNAphage	3	0.999991536	0.000623159	10824	"SRR5823607,SRR5823605,SRR5823604"	PRJNA393632	Germany
vOTU2837	VC_2213_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	22.99	0.98	dsDNAphage	2	0.999908686	0.001567339	10823	SRR5512139	PRJNA385547	China
vOTU2838	Unclassified	Korravirus	Unclassified	virulent	Low-quality	Genome-fragment	23.65	0.727	dsDNAphage	0	0.986928701	0.008082181	10821	"SRR12550840,SRR12550818,SRR12550845,SRR12550817,SRR12550819,SRR12550829,SRR12550843,SRR12550842,SRR12550844"	PRJNA632564	China
vOTU2839	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	26.18	1	dsDNAphage	4	NA	NA	10821	SRR5823603	PRJNA393632	Germany
vOTU2840	VC_2089_0	Steigviridae	Unclassified	virulent	Low-quality	Genome-fragment	6.97	0.94	dsDNAphage	0	0.999996901	0.000509857	10821	"SRR1190306,SRR1190308"	PRJNA240951	China
vOTU2841	Unclassified	Steigviridae	Unclassified	virulent	Low-quality	Genome-fragment	8.4	0.96	dsDNAphage	0	NA	NA	10818	SRR5512133	PRJNA385547	China
vOTU2842	VC_2274_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.56	0.567	dsDNAphage	0	0.999998391	0.000434323	10818	"SRR10159350,SRR10159352,SRR10159355,SRR10159354,SRR10159353,SRR10159348,SRR10159349"	PRJNA562057	China
vOTU2843	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	13.78	0.513	dsDNAphage	0	NA	NA	10815	SRR17754575	PRJNA799794	China
vOTU2844	VC_2263_0	unknown	Unclassified	temperate	Not-determined	Genome-fragment	NA	0.6	dsDNAphage	0	NA	NA	10814	"SRR5823598,SRR5823602,SRR5823603,SRR5823596,SRR5823597"	PRJNA393632	Germany
vOTU2845	VC_1892_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.81	NA	NA	NA	0.934492946	0.015201299	10814	SRR7012212	PRJNA450451	China
vOTU2846	VC_2109_0	Marthavirus	Unclassified	virulent	Low-quality	Genome-fragment	27.53	0.913	dsDNAphage	3	NA	NA	10812	SRR14026579	PRJNA714492	Switzerland
vOTU2847	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	21.24	0.973	dsDNAphage	3	NA	NA	10810	"SRR5823598,SRR5823595,SRR5823596"	PRJNA393632	Germany
vOTU2848	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.03	0.947	dsDNAphage	2	NA	NA	10809	SRR5877196	PRJNA392834	China
vOTU2849	Unclassified	Peduoviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	13.56	0.527	dsDNAphage	0	NA	NA	10806	SRR5877196	PRJNA392834	China
vOTU2850	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.969009876	0.011028023	10805	SRR10159347	PRJNA562057	China
vOTU2851	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	13.02	0.96	dsDNAphage	1	NA	NA	10804	"SRR1190306,SRR1190308"	PRJNA240951	China
vOTU2852	VC_1838_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.993	dsDNAphage	3	NA	NA	10802	"SRR5823605,SRR5823607,SRR5823604,SRR5823612,SRR5823609"	PRJNA393632	Germany
vOTU2853	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	4.85	0.98	dsDNAphage	0	0.999997973	0.000453206	10801	"SRR12550823,SRR12550820"	PRJNA632564	China
vOTU2854	VC_2149_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	22.85	0.98	dsDNAphage	1	0.931777596	0.01546567	10799	SRR5260185	PRJNA370760	American
vOTU2855	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	20.74	0.92	dsDNAphage	1	NA	NA	10799	SRR5877196	PRJNA392834	China
vOTU2856	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.73	0.853	dsDNAphage	1	NA	NA	10796	SRR14026577	PRJNA714492	Switzerland
vOTU2857	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.513	dsDNAphage	0	NA	NA	10788	SRR5823598	PRJNA393632	Germany
vOTU2858	Unclassified	unknown	Unclassified	temperate	Low-quality	Genome-fragment	18.97	0.927	dsDNAphage	1	NA	NA	10785	"SRR5823612,SRR5823599,SRR5823609,SRR5823610,SRR5823613,SRR5823606"	PRJNA393632	Germany
vOTU2859	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	1.83	NA	NA	NA	0.985800326	0.008403203	10785	"SRR5823596,SRR5823597"	PRJNA393632	Germany
vOTU2860	VC_169_0	Fernvirus_like	Unclassified	temperate	Low-quality	Genome-fragment	23.75	0.967	dsDNAphage	2	NA	NA	10783	SRR17754576	PRJNA799794	China
vOTU2861	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	NA	NA	NA	0.997325361	0.005079689	10779	"SRR5823612,SRR5823599,SRR5823609,SRR5823613,SRR5823608,SRR5823610,SRR10346362,SRR5823607,SRR5823611,SRR1190316,SRR11450582"	"PRJNA393632,PRJNA579552,PRJNA240951,PRJNA616041"	"Germany,China,American"
vOTU2862	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.02	0.987	dsDNAphage	1	NA	NA	10774	"SRR5823602,SRR5823598,SRR5823603,SRR5823595,SRR5823601"	PRJNA393632	Germany
vOTU2863	Unclassified	Stephanstirmvirinae_like	Unclassified	virulent	Low-quality	Genome-fragment	22.87	1	dsDNAphage	6	NA	NA	10765	"SRR14026586,SRR14026608,SRR14026578,SRR14026579,SRR14026597,SRR14026609"	PRJNA714492	Switzerland
vOTU2864	VC_2090_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	19.14	0.66	dsDNAphage	0	NA	NA	10765	SRR7012218	PRJNA450451	China
vOTU2865	VC_1134_0	Dolichocephalovirinae	Atlantibacter	virulent	Low-quality	Genome-fragment	17.8	0.693	dsDNAphage	0	NA	NA	10762	"SRR5823595,SRR5823600"	PRJNA393632	Germany
vOTU2866	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	20.25	0.66	dsDNAphage	0	NA	NA	10762	SRR10346359	PRJNA579552	China
vOTU2867	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	26.74	0.987	dsDNAphage	3	0.999964476	0.001057482	10760	SRR7012218	PRJNA450451	China
vOTU2868	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	25.62	0.94	dsDNAphage	1	NA	NA	10756	SRR5823597	PRJNA393632	Germany
vOTU2869	VC_2275_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	5.43	NA	NA	NA	0.996837378	0.005362943	10755	SRR5823595	PRJNA393632	Germany
vOTU2870	Unclassified	unknown	Unclassified	virulent	Medium-quality	Genome-fragment	82.25	nan	RNA	1	NA	NA	10755	"SRR11450586,SRR11450577,SRR11450579"	PRJNA616041	American
vOTU2871	VC_2244_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	6.95	NA	NA	NA	0.999999285	0.000358788	10748	"SRR1190308,SRR1190306"	PRJNA240951	China
vOTU2872	Unclassified	Ackermannviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	15.14	0.98	dsDNAphage	3	NA	NA	10747	"SRR14026575,SRR14026574,SRR14026607,SRR14026606,SRR14026577,SRR14026608,SRR14026609"	PRJNA714492	Switzerland
vOTU2873	VC_2276_0	Closteroviridae_like	Unclassified	virulent	Low-quality	Genome-fragment	9.01	1	dsDNAphage	5	0.999999762	0.00026437	10740	SRR5823595	PRJNA393632	Germany
vOTU2874	Unclassified	Herelleviridae	Unclassified	virulent	Low-quality	Genome-fragment	9.17	0.98	dsDNAphage	1	0.999941826	0.001246318	10737	SRR7012210	PRJNA450451	China
vOTU2875	Unclassified	Tectiviridae	Unclassified	virulent	Medium-quality	Genome-fragment	58.8	0.74	dsDNAphage	0	0.953439832	0.013218521	10736	SRR10159348	PRJNA562057	China
vOTU2876	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	9.55	0.96	dsDNAphage	1	NA	NA	10734	SRR5877197	PRJNA392834	China
vOTU2877	Unclassified	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.547	dsDNAphage	0	0.937368751	0.014974696	10733	"SRR12550810,SRR12550811,SRR12550813,SRR12550809,SRR12550812"	PRJNA632564	China
vOTU2878	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	5.99	0.84	dsDNAphage	0	NA	NA	10727	"SRR5823606,SRR5823608,SRR5823598,SRR5823603,SRR5823609,SRR5823597,SRR5823596"	PRJNA393632	Germany
vOTU2879	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	18.24	0.927	dsDNAphage	1	0.901049078	0.0176184	10724	"SRR5823604,SRR5823605,SRR5823607"	PRJNA393632	Germany
vOTU2880	Unclassified	Hendrixvirinae	Unclassified	temperate	Low-quality	Genome-fragment	14.69	0.927	dsDNAphage	2	NA	NA	10716	SRR6079912	PRJNA392834	China
vOTU2881	VC_2277_0	unknown	Unclassified	virulent	Low-quality	Genome-fragment	23.68	0.993	dsDNAphage	1	NA	NA	10715	"SRR10159350,SRR10159354,SRR10159348,SRR10159349"	PRJNA562057	China
vOTU2882	VC_254_0	Tybeckvirinae	Unclassified	virulent	Low-quality	Genome-fragment	6.83	0.813	dsDNAphage	0	0.999988854	0.00067981	10712	"SRR5823605,SRR5823604,SRR5823607"	PRJNA393632	Germany
vOTU2883	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	12.67	0.98	dsDNAphage	2	NA	NA	10707	"SRR5823612,SRR5823610"	PRJNA393632	Germany
vOTU2884	VC_2223_0	unknown	Unclassified	temperate	Low-quality	Genome-fragment	11.85	NA	NA	NA	0.98451525	0.008592039	10704	"SRR1190308,SRR1190306"	PRJNA240951	China
vOTU2885	VC_2024_0	unknown	Unclassified	virulent	Not-determined	Genome-fragment	NA	0.8	dsDNAphage	0	NA	NA	10699	SRR5512142	PRJNA385547	China
vOTU2886	Unclassified	unknown	Unclassified	virulent	Low-quality	Genome-fragment	15.08	0.993	dsDNAphage	0	0.999999821	0.00026437	10696	SRR11450584	PRJNA616041	American
